Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Parallel/scaling-gemm/100x100/Seq,0.6297353133553164,0.6037260677288335,0.6492220145009924,2.5298849642160257e-2,1.1285465958887185e-2,3.1048808742034424e-2
Parallel/scaling-gemm/100x100/Par,0.15279465379167553,0.1148514330393583,0.19007579444183242,5.467650836480583e-2,4.1758933515354923e-2,6.390876046366227e-2
Parallel/scaling-gemm/100x100/ParN-1,0.7109108399423955,0.5877148501252425,0.8341068297595484,0.14636404429370464,0.10926016488156165,0.17270368972271669
Parallel/scaling-gemm/100x100/ParN-2,0.44752171906839067,0.42704317712559714,0.4673900381912972,2.6221127264815444e-2,1.232320159064425e-2,3.496996522248729e-2
Parallel/scaling-gemm/100x100/ParN-4,0.26340740419672026,0.24664430213548863,0.2853532034810632,2.457944879851464e-2,1.3973726142405945e-2,3.0256209026714356e-2
Parallel/scaling-gemm/100x100/ParN-8,0.3970073697661671,0.3738349656268838,0.4092347629266442,2.2081227966065403e-2,1.0021207263586124e-2,2.8237954930755416e-2
Parallel/scaling-gemm/100x100/ParN-16,0.16379590058878626,0.15574413658789718,0.17229504442380164,1.2333376912670361e-2,8.224906768318555e-3,1.7609729273487442e-2
Parallel/scaling-gemm/100x100/ParN-20,0.17715336115161456,0.16908669951449062,0.18368574675330165,1.1786578055791289e-2,7.678200731577919e-3,1.5524415376412274e-2
Parallel/scaling-gemm/200x200/Seq,4.678418157876877,4.260024479877757,5.257905391499662,0.5852222946262194,0.17553350388855288,0.7833803656724377
Parallel/scaling-gemm/200x200/Par,1.9261801158324183,1.7780452019960649,2.065435283167365,0.16352103652521843,0.12861682152340334,0.18939350416581874
Parallel/scaling-gemm/200x200/ParN-1,5.593549924646747,4.7984414667722985,6.366284566000104,0.9337612229876946,0.5833091638293504,1.1110068072747368
Parallel/scaling-gemm/200x200/ParN-2,3.121479359790707,2.9556093524952303,3.431635060500412,0.3087860333950191,8.442424116753056e-3,0.3746179493333617
Parallel/scaling-gemm/200x200/ParN-4,2.1840450142305294,2.1399550652992425,2.211670799910886,4.206183906168765e-2,1.3062514545405746e-2,5.520679824421901e-2
Parallel/scaling-gemm/200x200/ParN-8,1.3144727460573147,1.2058267603727777,1.4231187317418517,0.13487983108248694,6.987654171680092e-2,0.16290212966981218
Parallel/scaling-gemm/200x200/ParN-16,2.2671108726087064,2.1309171741692503,2.5041488404773795,0.23249240175558844,7.028048249506064e-3,0.2873138706841213
Parallel/scaling-gemm/200x200/ParN-20,1.5930486137525197,1.5158818565056813,1.728003595748305,0.13059645615780988,1.211613851104694e-2,0.1660928537647636
